"","occupancy","extinction","colonization","synchrony","model"
"445",1,0,0,0,"Hanski"
"446",1,0,0,0,"Hanski"
"447",1,0,0,0,"Hanski"
"448",1,0,0,0,"Hanski"
"449",1,0,0,0,"Hanski"
"450",1,0,0,0,"Hanski"
"451",1,0,0,0,"Hanski"
"452",1,0,0,0,"Hanski"
"453",1,0,0,0,"Hanski"
"454",1,0,0,0,"Hanski"
"455",1,0,0,0,"Hanski"
"456",1,0,0,0,"Hanski"
"457",1,0,0,0,"Hanski"
"458",1,0,0,0,"Hanski"
"459",1,0,0,0,"Hanski"
"460",1,0,0,0,"Hanski"
"461",1,0,0,0,"Hanski"
"462",1,0,0,0,"Hanski"
"463",1,0,0,0,"Hanski"
"464",1,0,0,0,"Hanski"
"465",1,0,0,0,"Hanski"
"466",1,0,0,0,"Hanski"
"467",1,0,0,0,"Hanski"
"468",1,0,0,0,"Hanski"
"469",1,0,0,0,"Hanski"
"470",1,0,0,0,"Hanski"
"471",1,0,0,0,"Hanski"
"472",1,0,0,0,"Hanski"
"473",1,0,0,0,"Hanski"
"474",1,0,0,0,"Hanski"
"475",1,0,0,0,"Hanski"
"476",1,0,0,0,"Hanski"
"477",1,0,0,0,"Hanski"
"478",1,0,0,0,"Hanski"
"479",1,0,0,0,"Hanski"
"480",1,0,0,0,"Hanski"
"481",1,0,0,0,"Hanski"
"482",1,0,0,0,"Hanski"
"483",1,0,0,0,"Hanski"
"484",1,0,0,0,"Hanski"
"485",1,0,0,0,"Hanski"
"486",1,0,0,0,"Hanski"
"487",1,0,0,0,"Hanski"
"488",1,0,0,0,"Hanski"
"489",1,0,0,0,"Hanski"
"490",1,0,0,0,"Hanski"
"491",1,0,0,0,"Hanski"
"492",1,0,0,0,"Hanski"
"493",1,0,0,0,"Hanski"
"494",1,0,0,0,"Hanski"
"495",1,0,0,0,"Hanski"
"496",1,0,0,0,"Hanski"
"497",1,0,0,0,"Hanski"
"498",1,0,0,0,"Hanski"
"499",1,0,0,0,"Hanski"
"500",1,0,0,0,"Hanski"
"501",1,0,0,0,"Hanski"
"502",1,0,0,0,"Hanski"
"503",1,0,0,0,"Hanski"
"504",1,0,0,0,"Hanski"
"505",1,0,0,0,"Hanski"
"506",1,0,0,0,"Hanski"
"507",1,0,0,0,"Hanski"
"508",1,0,0,0,"Hanski"
"509",1,0,0,0,"Hanski"
"510",1,0,0,0,"Hanski"
"511",1,0,0,0,"Hanski"
"512",1,0,0,0,"Hanski"
"513",1,0,0,0,"Hanski"
"514",1,0,0,0,"Hanski"
"515",1,0,0,0,"Hanski"
"516",1,0,0,0,"Hanski"
"517",1,0,0,0,"Hanski"
"518",1,0,0,0,"Hanski"
"519",1,0,0,0,"Hanski"
"520",1,0,0,0,"Hanski"
"521",1,0,0,0,"Hanski"
"522",1,0,0,0,"Hanski"
"523",1,0,0,0,"Hanski"
"524",1,0,0,0,"Hanski"
"525",1,0,0,0,"Hanski"
"526",1,0,0,0,"Hanski"
"527",1,0,0,0,"Hanski"
"528",1,0,0,0,"Hanski"
"529",1,0,0,0,"Hanski"
"530",1,0,0,0,"Hanski"
"531",1,0,0,0,"Hanski"
"532",1,0,0,0,"Hanski"
"533",1,0,0,0,"Hanski"
"534",1,0,0,0,"Hanski"
"535",1,0,0,0,"Hanski"
"536",1,0,0,0,"Hanski"
"537",1,0,0,0,"Hanski"
"538",1,0,0,0,"Hanski"
"539",1,0,0,0,"Hanski"
"540",1,0,0,0,"Hanski"
"541",1,0,0,0,"Hanski"
"542",1,0,0,0,"Hanski"
"543",1,0,0,0,"Hanski"
"544",1,0,0,0,"Hanski"
"545",1,0,0,0,"Hanski"
"546",1,0,0,0,"Hanski"
"547",1,0,0,0,"Hanski"
"548",1,0,0,0,"Hanski"
"549",1,0,0,0,"Hanski"
"550",1,0,0,0,"Hanski"
"551",1,0,0,0,"Hanski"
"552",1,0,0,0,"Hanski"
"553",1,0,0,0,"Hanski"
"554",1,0,0,0,"Hanski"
"555",1,0,0,0,"Hanski"
"556",1,0,0,0,"Hanski"
"557",1,0,0,0,"Hanski"
"558",1,0,0,0,"Hanski"
"559",1,0,0,0,"Hanski"
"560",1,0,0,0,"Hanski"
"561",1,0,0,0,"Hanski"
"562",1,0,0,0,"Hanski"
"563",1,0,0,0,"Hanski"
"564",1,0,0,0,"Hanski"
"565",1,0,0,0,"Hanski"
"566",1,0,0,0,"Hanski"
"567",1,0,0,0,"Hanski"
"568",1,0,0,0,"Hanski"
"569",1,0,0,0,"Hanski"
"570",1,0,0,0,"Hanski"
"571",1,0,0,0,"Hanski"
"572",1,0,0,0,"Hanski"
"573",1,0,0,0,"Hanski"
"574",1,0,0,0,"Hanski"
"575",1,0,0,0,"Hanski"
"576",1,0,0,0,"Hanski"
"577",1,0,0,0,"Hanski"
"578",1,0,0,0,"Hanski"
"579",1,0,0,0,"Hanski"
"580",1,0,0,0,"Hanski"
"581",1,0,0,0,"Hanski"
"582",1,0,0,0,"Hanski"
"583",1,0,0,0,"Hanski"
"584",1,0,0,0,"Hanski"
"585",1,0,0,0,"Hanski"
"586",1,0,0,0,"Hanski"
"587",1,0,0,0,"Hanski"
"588",1,0,0,0,"Hanski"
"589",1,0,0,0,"Hanski"
"590",1,0,0,0,"Hanski"
"591",1,0,0,0,"Hanski"
"592",1,0,0,0,"Hanski"
"593",1,0,0,0,"Hanski"
"594",1,0,0,0,"Hanski"
"595",1,0,0,0,"Hanski"
"596",1,0,0,0,"Hanski"
"597",1,0,0,0,"Hanski"
"598",1,0,0,0,"Hanski"
"599",1,0,0,0,"Hanski"
"600",1,0,0,0,"Hanski"
"601",1,0,0,0,"Hanski"
"602",1,0,0,0,"Hanski"
"603",1,0,0,0,"Hanski"
"604",1,0,0,0,"Hanski"
"605",1,0,0,0,"Hanski"
"606",1,0,0,0,"Hanski"
"607",1,0,0,0,"Hanski"
"608",1,0,0,0,"Hanski"
"609",1,0,0,0,"Hanski"
"610",1,0,0,0,"Hanski"
"611",1,0,0,0,"Hanski"
"612",1,0,0,0,"Hanski"
"613",1,0,0,0,"Hanski"
"614",1,0,0,0,"Hanski"
"615",1,0,0,0,"Hanski"
"616",1,0,0,0,"Hanski"
"617",1,0,0,0,"Hanski"
"618",1,0,0,0,"Hanski"
"619",1,0,0,0,"Hanski"
"620",1,0,0,0,"Hanski"
"621",1,0,0,0,"Hanski"
"622",1,0,0,0,"Hanski"
"623",1,0,0,0,"Hanski"
"624",1,0,0,0,"Hanski"
"625",1,0,0,0,"Hanski"
"626",1,0,0,0,"Hanski"
"627",1,0,0,0,"Hanski"
"628",1,0,0,0,"Hanski"
"629",1,0,0,0,"Hanski"
"630",1,0,0,0,"Hanski"
"631",1,0,0,0,"Hanski"
"632",1,0,0,0,"Hanski"
"633",1,0,0,0,"Hanski"
"634",1,0,0,0,"Hanski"
"635",1,0,0,0,"Hanski"
"636",1,0,0,0,"Hanski"
"637",1,0,0,0,"Hanski"
"638",1,0,0,0,"Hanski"
"639",1,0,0,0,"Hanski"
"640",1,0,0,0,"Hanski"
"641",1,0,0,0,"Hanski"
"642",1,0,0,0,"Hanski"
"643",1,0,0,0,"Hanski"
"644",1,0,0,0,"Hanski"
"645",1,0,0,0,"Hanski"
"646",1,0,0,0,"Hanski"
"647",1,0,0,0,"Hanski"
"648",1,0,0,0,"Hanski"
"649",1,0,0,0,"Hanski"
"650",1,0,0,0,"Hanski"
"651",1,0,0,0,"Hanski"
"652",1,0,0,0,"Hanski"
"653",1,0,0,0,"Hanski"
"654",1,0,0,0,"Hanski"
"655",1,0,0,0,"Hanski"
"656",1,0,0,0,"Hanski"
"657",1,0,0,0,"Hanski"
"658",1,0,0,0,"Hanski"
"659",1,0,0,0,"Hanski"
"660",1,0,0,0,"Hanski"
"661",1,0,0,0,"Hanski"
"662",1,0,0,0,"Hanski"
"663",1,0,0,0,"Hanski"
"664",1,0,0,0,"Hanski"
"665",1,0,0,0,"Hanski"
"666",1,0,0,0,"Hanski"
"667",1,0,0,0,"Hanski"
"668",1,0,0,0,"Hanski"
"669",1,0,0,0,"Hanski"
"670",1,0,0,0,"Hanski"
"671",1,0,0,0,"Hanski"
"672",1,0,0,0,"Hanski"
"673",1,0,0,0,"Hanski"
"674",1,0,0,0,"Hanski"
"675",1,0,0,0,"Hanski"
"676",1,0,0,0,"Hanski"
"677",1,0,0,0,"Hanski"
"678",1,0,0,0,"Hanski"
"679",1,0,0,0,"Hanski"
"680",1,0,0,0,"Hanski"
"681",1,0,0,0,"Hanski"
"682",1,0,0,0,"Hanski"
"683",1,0,0,0,"Hanski"
"684",1,0,0,0,"Hanski"
"685",1,0,0,0,"Hanski"
"686",1,0,0,0,"Hanski"
"687",1,0,0,0,"Hanski"
"688",1,0,0,0,"Hanski"
"689",1,0,0,0,"Hanski"
"690",1,0,0,0,"Hanski"
"691",1,0,0,0,"Hanski"
"692",1,0,0,0,"Hanski"
"693",1,0,0,0,"Hanski"
"694",1,0,0,0,"Hanski"
"695",1,0,0,0,"Hanski"
"696",1,0,0,0,"Hanski"
"697",1,0,0,0,"Hanski"
"698",1,0,0,0,"Hanski"
"699",1,0,0,0,"Hanski"
"700",1,0,0,0,"Hanski"
"701",1,0,0,0,"Hanski"
"702",1,0,0,0,"Hanski"
"703",1,0,0,0,"Hanski"
"704",1,0,0,0,"Hanski"
"705",1,0,0,0,"Hanski"
"706",1,0,0,0,"Hanski"
"707",1,0,0,0,"Hanski"
"708",1,0,0,0,"Hanski"
"709",1,0,0,0,"Hanski"
"710",1,0,0,0,"Hanski"
"711",1,0,0,0,"Hanski"
"712",1,0,0,0,"Hanski"
"713",1,0,0,0,"Hanski"
"714",1,0,0,0,"Hanski"
"715",1,0,0,0,"Hanski"
"716",1,0,0,0,"Hanski"
"717",1,0,0,0,"Hanski"
"718",1,0,0,0,"Hanski"
"719",1,0,0,0,"Hanski"
"720",1,0,0,0,"Hanski"
"721",1,0,0,0,"Hanski"
"722",1,0,0,0,"Hanski"
"723",1,0,0,0,"Hanski"
"724",1,0,0,0,"Hanski"
"725",1,0,0,0,"Hanski"
"726",1,0,0,0,"Hanski"
"727",1,0,0,0,"Hanski"
"728",1,0,0,0,"Hanski"
"729",1,0,0,0,"Hanski"
"730",1,0,0,0,"Hanski"
"731",1,0,0,0,"Hanski"
"732",1,0,0,0,"Hanski"
"733",1,0,0,0,"Hanski"
"734",1,0,0,0,"Hanski"
"735",1,0,0,0,"Hanski"
"736",1,0,0,0,"Hanski"
"737",1,0,0,0,"Hanski"
"738",1,0,0,0,"Hanski"
"739",1,0,0,0,"Hanski"
"740",1,0,0,0,"Hanski"
"741",1,0,0,0,"Hanski"
"742",1,0,0,0,"Hanski"
"743",1,0,0,0,"Hanski"
"744",1,0,0,0,"Hanski"
